Indicator,Unit,Subgroup,Area,Area ID,Time Period,Source,Data Value,Footnotes
Edible dry beans production,tonnes,A1,Zimbabwe,AFRZWE,2015,ZIMSTAT_Agriculture Section_-,2431,
Edible dry beans production,tonnes,A2,Zimbabwe,AFRZWE,2015,ZIMSTAT_Agriculture Section_-,2231,
Edible dry beans production,tonnes,Communal,Zimbabwe,AFRZWE,2015,ZIMSTAT_Agriculture Section_-,3807,
Edible dry beans production,tonnes,LSCF,Zimbabwe,AFRZWE,2015,ZIMSTAT_Agriculture Section_-,162,
Edible dry beans production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2015,ZIMSTAT_Agriculture Section_-,5848,
Edible dry beans production,tonnes,SSCF,Zimbabwe,AFRZWE,2015,ZIMSTAT_Agriculture Section_-,221,
Edible dry beans production,tonnes,Total ,Zimbabwe,AFRZWE,2015,ZIMSTAT_Agriculture Section_-,14718,
Finger millet production,tonnes,Communal,Zimbabwe,AFRZWE,1996,ZIMSTAT_Agriculture Section_-,14101,
Finger millet production,tonnes,LSCF,Zimbabwe,AFRZWE,1996,ZIMSTAT_Agriculture Section_-,82,
Finger millet production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,1996,ZIMSTAT_Agriculture Section_-,3029,
Finger millet production,tonnes,SSCF,Zimbabwe,AFRZWE,1996,ZIMSTAT_Agriculture Section_-,787,
Finger millet production,tonnes,Total ,Zimbabwe,AFRZWE,1996,ZIMSTAT_Agriculture Section_-,17999,
Finger millet production,tonnes,Communal,Zimbabwe,AFRZWE,1997,ZIMSTAT_Agriculture Section_-,11759,
Finger millet production,tonnes,LSCF,Zimbabwe,AFRZWE,1997,ZIMSTAT_Agriculture Section_-,86,
Finger millet production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,1997,ZIMSTAT_Agriculture Section_-,3725,
Finger millet production,tonnes,SSCF,Zimbabwe,AFRZWE,1997,ZIMSTAT_Agriculture Section_-,663,
Finger millet production,tonnes,Total ,Zimbabwe,AFRZWE,1997,ZIMSTAT_Agriculture Section_-,16233,
Finger millet production,tonnes,Communal,Zimbabwe,AFRZWE,1998,ZIMSTAT_Agriculture Section_-,3089,
Finger millet production,tonnes,LSCF,Zimbabwe,AFRZWE,1998,ZIMSTAT_Agriculture Section_-,87,
Finger millet production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,1998,ZIMSTAT_Agriculture Section_-,2100,
Finger millet production,tonnes,SSCF,Zimbabwe,AFRZWE,1998,ZIMSTAT_Agriculture Section_-,385,
Finger millet production,tonnes,Total ,Zimbabwe,AFRZWE,1998,ZIMSTAT_Agriculture Section_-,5661,
Finger millet production,tonnes,Communal,Zimbabwe,AFRZWE,1999,ZIMSTAT_Agriculture Section_-,13651,
Finger millet production,tonnes,LSCF,Zimbabwe,AFRZWE,1999,ZIMSTAT_Agriculture Section_-,105,
Finger millet production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,1999,ZIMSTAT_Agriculture Section_-,2400,
Finger millet production,tonnes,SSCF,Zimbabwe,AFRZWE,1999,ZIMSTAT_Agriculture Section_-,579,
Finger millet production,tonnes,Total ,Zimbabwe,AFRZWE,1999,ZIMSTAT_Agriculture Section_-,16735,
Finger millet production,tonnes,Communal,Zimbabwe,AFRZWE,2000,ZIMSTAT_Agriculture Section_-,8340,
Finger millet production,tonnes,LSCF,Zimbabwe,AFRZWE,2000,ZIMSTAT_Agriculture Section_-,82,
Finger millet production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2000,ZIMSTAT_Agriculture Section_-,2640,
Finger millet production,tonnes,SSCF,Zimbabwe,AFRZWE,2000,ZIMSTAT_Agriculture Section_-,572,
Finger millet production,tonnes,Total ,Zimbabwe,AFRZWE,2000,ZIMSTAT_Agriculture Section_-,11634,
Finger millet production,tonnes,Communal,Zimbabwe,AFRZWE,2001,ZIMSTAT_Agriculture Section_-,19920,
Finger millet production,tonnes,LSCF,Zimbabwe,AFRZWE,2001,ZIMSTAT_Agriculture Section_-,148,
Finger millet production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2001,ZIMSTAT_Agriculture Section_-,1600,
Finger millet production,tonnes,SSCF,Zimbabwe,AFRZWE,2001,ZIMSTAT_Agriculture Section_-,1360,
Finger millet production,tonnes,Total ,Zimbabwe,AFRZWE,2001,ZIMSTAT_Agriculture Section_-,23028,
Finger millet production,tonnes,Communal,Zimbabwe,AFRZWE,2002,ZIMSTAT_Agriculture Section_-,7500,
Finger millet production,tonnes,LSCF,Zimbabwe,AFRZWE,2002,ZIMSTAT_Agriculture Section_-,107,
Finger millet production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2002,ZIMSTAT_Agriculture Section_-,1200,
Finger millet production,tonnes,SSCF,Zimbabwe,AFRZWE,2002,ZIMSTAT_Agriculture Section_-,1350,
Finger millet production,tonnes,Total ,Zimbabwe,AFRZWE,2002,ZIMSTAT_Agriculture Section_-,10157,
Finger millet production,tonnes,Communal,Zimbabwe,AFRZWE,2003,ZIMSTAT_Agriculture Section_-,15970,
Finger millet production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2003,ZIMSTAT_Agriculture Section_-,1444,
Finger millet production,tonnes,SSCF,Zimbabwe,AFRZWE,2003,ZIMSTAT_Agriculture Section_-,1020,
Finger millet production,tonnes,Total ,Zimbabwe,AFRZWE,2003,ZIMSTAT_Agriculture Section_-,18434,
Finger millet production,tonnes,A1,Zimbabwe,AFRZWE,2004,ZIMSTAT_Agriculture Section_-,2378,
Finger millet production,tonnes,A2,Zimbabwe,AFRZWE,2004,ZIMSTAT_Agriculture Section_-,88,
Finger millet production,tonnes,Communal,Zimbabwe,AFRZWE,2004,ZIMSTAT_Agriculture Section_-,15209,
Finger millet production,tonnes,LSCF,Zimbabwe,AFRZWE,2004,ZIMSTAT_Agriculture Section_-,72,
Finger millet production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2004,ZIMSTAT_Agriculture Section_-,5340,
Finger millet production,tonnes,SSCF,Zimbabwe,AFRZWE,2004,ZIMSTAT_Agriculture Section_-,459,
Finger millet production,tonnes,Total ,Zimbabwe,AFRZWE,2004,ZIMSTAT_Agriculture Section_-,23546,
Finger millet production,tonnes,A1,Zimbabwe,AFRZWE,2005,ZIMSTAT_Agriculture Section_-,846,
Finger millet production,tonnes,A2,Zimbabwe,AFRZWE,2005,ZIMSTAT_Agriculture Section_-,254,
Finger millet production,tonnes,Communal,Zimbabwe,AFRZWE,2005,ZIMSTAT_Agriculture Section_-,5850,
Finger millet production,tonnes,LSCF,Zimbabwe,AFRZWE,2005,ZIMSTAT_Agriculture Section_-,2,
Finger millet production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2005,ZIMSTAT_Agriculture Section_-,3148,
Finger millet production,tonnes,SSCF,Zimbabwe,AFRZWE,2005,ZIMSTAT_Agriculture Section_-,262,
Finger millet production,tonnes,Total ,Zimbabwe,AFRZWE,2005,ZIMSTAT_Agriculture Section_-,10362,
Finger millet production,tonnes,A1,Zimbabwe,AFRZWE,2006,ZIMSTAT_Agriculture Section_-,3047,
Finger millet production,tonnes,A2,Zimbabwe,AFRZWE,2006,ZIMSTAT_Agriculture Section_-,243,
Finger millet production,tonnes,Communal,Zimbabwe,AFRZWE,2006,ZIMSTAT_Agriculture Section_-,15668,
Finger millet production,tonnes,LSCF,Zimbabwe,AFRZWE,2006,ZIMSTAT_Agriculture Section_-,16,
Finger millet production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2006,ZIMSTAT_Agriculture Section_-,5517,
Finger millet production,tonnes,SSCF,Zimbabwe,AFRZWE,2006,ZIMSTAT_Agriculture Section_-,474,
Finger millet production,tonnes,Total ,Zimbabwe,AFRZWE,2006,ZIMSTAT_Agriculture Section_-,24965,
Finger millet production,tonnes,A1,Zimbabwe,AFRZWE,2007,ZIMSTAT_Agriculture Section_-,1200,
Finger millet production,tonnes,A2,Zimbabwe,AFRZWE,2007,ZIMSTAT_Agriculture Section_-,300,
Finger millet production,tonnes,Communal,Zimbabwe,AFRZWE,2007,ZIMSTAT_Agriculture Section_-,12562,
Finger millet production,tonnes,LSCF,Zimbabwe,AFRZWE,2007,ZIMSTAT_Agriculture Section_-,9,
Finger millet production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2007,ZIMSTAT_Agriculture Section_-,2008,
Finger millet production,tonnes,SSCF,Zimbabwe,AFRZWE,2007,ZIMSTAT_Agriculture Section_-,384,
Finger millet production,tonnes,Total ,Zimbabwe,AFRZWE,2007,ZIMSTAT_Agriculture Section_-,16463,
Finger millet production,tonnes,A1,Zimbabwe,AFRZWE,2010,ZIMSTAT_Agriculture Section_-,1247,
Finger millet production,tonnes,A2,Zimbabwe,AFRZWE,2010,ZIMSTAT_Agriculture Section_-,308,
Finger millet production,tonnes,Communal,Zimbabwe,AFRZWE,2010,ZIMSTAT_Agriculture Section_-,8674,
Finger millet production,tonnes,LSCF,Zimbabwe,AFRZWE,2010,ZIMSTAT_Agriculture Section_-,15,
Finger millet production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2010,ZIMSTAT_Agriculture Section_-,1740,
Finger millet production,tonnes,SSCF,Zimbabwe,AFRZWE,2010,ZIMSTAT_Agriculture Section_-,250,
Finger millet production,tonnes,Total ,Zimbabwe,AFRZWE,2010,ZIMSTAT_Agriculture Section_-,12234,
Finger millet production,tonnes,A1,Zimbabwe,AFRZWE,2011,ZIMSTAT_Agriculture Section_-,589,
Finger millet production,tonnes,A2,Zimbabwe,AFRZWE,2011,ZIMSTAT_Agriculture Section_-,144,
Finger millet production,tonnes,Communal,Zimbabwe,AFRZWE,2011,ZIMSTAT_Agriculture Section_-,6410,
Finger millet production,tonnes,LSCF,Zimbabwe,AFRZWE,2011,ZIMSTAT_Agriculture Section_-,4,
Finger millet production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2011,ZIMSTAT_Agriculture Section_-,588,
Finger millet production,tonnes,SSCF,Zimbabwe,AFRZWE,2011,ZIMSTAT_Agriculture Section_-,115,
Finger millet production,tonnes,Total ,Zimbabwe,AFRZWE,2011,ZIMSTAT_Agriculture Section_-,6999,
Finger millet production,tonnes,A1,Zimbabwe,AFRZWE,2012,ZIMSTAT_Agriculture Section_-,455,
Finger millet production,tonnes,A2,Zimbabwe,AFRZWE,2012,ZIMSTAT_Agriculture Section_-,290,
Finger millet production,tonnes,Communal,Zimbabwe,AFRZWE,2012,ZIMSTAT_Agriculture Section_-,5515,
Finger millet production,tonnes,LSCF,Zimbabwe,AFRZWE,2012,ZIMSTAT_Agriculture Section_-,1,
Finger millet production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2012,ZIMSTAT_Agriculture Section_-,547,
Finger millet production,tonnes,SSCF,Zimbabwe,AFRZWE,2012,ZIMSTAT_Agriculture Section_-,110,
Finger millet production,tonnes,Total ,Zimbabwe,AFRZWE,2012,ZIMSTAT_Agriculture Section_-,7882,
Finger millet production,tonnes,A1,Zimbabwe,AFRZWE,2013,ZIMSTAT_Agriculture Section_-,579,
Finger millet production,tonnes,A2,Zimbabwe,AFRZWE,2013,ZIMSTAT_Agriculture Section_-,386,
Finger millet production,tonnes,Communal,Zimbabwe,AFRZWE,2013,ZIMSTAT_Agriculture Section_-,5542,
Finger millet production,tonnes,LSCF,Zimbabwe,AFRZWE,2013,ZIMSTAT_Agriculture Section_-,4,
Finger millet production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2013,ZIMSTAT_Agriculture Section_-,391,
Finger millet production,tonnes,SSCF,Zimbabwe,AFRZWE,2013,ZIMSTAT_Agriculture Section_-,148,
Finger millet production,tonnes,Total ,Zimbabwe,AFRZWE,2013,ZIMSTAT_Agriculture Section_-,6784,
Finger millet production,tonnes,A1,Zimbabwe,AFRZWE,2014,ZIMSTAT_Agriculture Section_-,1092,
Finger millet production,tonnes,A2,Zimbabwe,AFRZWE,2014,ZIMSTAT_Agriculture Section_-,94,
Finger millet production,tonnes,Communal,Zimbabwe,AFRZWE,2014,ZIMSTAT_Agriculture Section_-,7177,
Finger millet production,tonnes,LSCF,Zimbabwe,AFRZWE,2014,ZIMSTAT_Agriculture Section_-,8,
Finger millet production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2014,ZIMSTAT_Agriculture Section_-,585,
Finger millet production,tonnes,SSCF,Zimbabwe,AFRZWE,2014,ZIMSTAT_Agriculture Section_-,316,
Finger millet production,tonnes,Total ,Zimbabwe,AFRZWE,2014,ZIMSTAT_Agriculture Section_-,9453,
Finger millet production,tonnes,A1,Zimbabwe,AFRZWE,2015,ZIMSTAT_Agriculture Section_-,344,
Finger millet production,tonnes,A2,Zimbabwe,AFRZWE,2015,ZIMSTAT_Agriculture Section_-,48,
Finger millet production,tonnes,Communal,Zimbabwe,AFRZWE,2015,ZIMSTAT_Agriculture Section_-,2080,
Finger millet production,tonnes,LSCF,Zimbabwe,AFRZWE,2015,ZIMSTAT_Agriculture Section_-,2,
Finger millet production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2015,ZIMSTAT_Agriculture Section_-,191,
Finger millet production,tonnes,SSCF,Zimbabwe,AFRZWE,2015,ZIMSTAT_Agriculture Section_-,107,
Finger millet production,tonnes,Total ,Zimbabwe,AFRZWE,2015,ZIMSTAT_Agriculture Section_-,3128,
Paprica Production,tonnes,LSCF,Zimbabwe,AFRZWE,1996,ZIMSTAT_Agriculture Section_-,5390,
Paprica Production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,1996,ZIMSTAT_Agriculture Section_-,2,
Paprica Production,tonnes,SSCF,Zimbabwe,AFRZWE,1996,ZIMSTAT_Agriculture Section_-,40,
Paprica Production,tonnes,LSCF,Zimbabwe,AFRZWE,1997,ZIMSTAT_Agriculture Section_-,10173,
Paprica Production,tonnes,SSCF,Zimbabwe,AFRZWE,1997,ZIMSTAT_Agriculture Section_-,151,
Paprica Production,tonnes,LSCF,Zimbabwe,AFRZWE,1998,ZIMSTAT_Agriculture Section_-,13225,
Paprica Production,tonnes,SSCF,Zimbabwe,AFRZWE,1998,ZIMSTAT_Agriculture Section_-,180,
Paprica Production,tonnes,LSCF,Zimbabwe,AFRZWE,1999,ZIMSTAT_Agriculture Section_-,9982,
Paprica Production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,1999,ZIMSTAT_Agriculture Section_-,36,
Paprica Production,tonnes,SSCF,Zimbabwe,AFRZWE,1999,ZIMSTAT_Agriculture Section_-,141,
Paprica Production,tonnes,LSCF,Zimbabwe,AFRZWE,2000,ZIMSTAT_Agriculture Section_-,6596,
Paprica Production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2000,ZIMSTAT_Agriculture Section_-,35,
Paprica Production,tonnes,SSCF,Zimbabwe,AFRZWE,2000,ZIMSTAT_Agriculture Section_-,80,
Paprica Production,tonnes,LSCF,Zimbabwe,AFRZWE,2001,ZIMSTAT_Agriculture Section_-,70282,
Paprica Production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2001,ZIMSTAT_Agriculture Section_-,800,
Paprica Production,tonnes,SSCF,Zimbabwe,AFRZWE,2001,ZIMSTAT_Agriculture Section_-,34,
Paprica Production,tonnes,LSCF,Zimbabwe,AFRZWE,2002,ZIMSTAT_Agriculture Section_-,4975,
Paprica Production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2002,ZIMSTAT_Agriculture Section_-,1600,
Paprica Production,tonnes,SSCF,Zimbabwe,AFRZWE,2002,ZIMSTAT_Agriculture Section_-,420,
Paprica Production,tonnes,LSCF,Zimbabwe,AFRZWE,2003,ZIMSTAT_Agriculture Section_-,10500,
Paprica Production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2003,ZIMSTAT_Agriculture Section_-,1961,
Paprica Production,tonnes,SSCF,Zimbabwe,AFRZWE,2003,ZIMSTAT_Agriculture Section_-,770,
Paprica Production,tonnes,LSCF,Zimbabwe,AFRZWE,2004,ZIMSTAT_Agriculture Section_-,6534,
Paprica Production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2004,ZIMSTAT_Agriculture Section_-,3396,
Paprica Production,tonnes,SSCF,Zimbabwe,AFRZWE,2004,ZIMSTAT_Agriculture Section_-,83,
Paprica Production,tonnes,LSCF,Zimbabwe,AFRZWE,2005,ZIMSTAT_Agriculture Section_-,1413,
Paprica Production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2005,ZIMSTAT_Agriculture Section_-,1533,
Paprica Production,tonnes,SSCF,Zimbabwe,AFRZWE,2005,ZIMSTAT_Agriculture Section_-,178,
Paprica Production,tonnes,LSCF,Zimbabwe,AFRZWE,2006,ZIMSTAT_Agriculture Section_-,773,
Paprica Production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2006,ZIMSTAT_Agriculture Section_-,2434,
Paprica Production,tonnes,SSCF,Zimbabwe,AFRZWE,2006,ZIMSTAT_Agriculture Section_-,179,
Paprica Production,tonnes,LSCF,Zimbabwe,AFRZWE,2007,ZIMSTAT_Agriculture Section_-,128,
Paprica Production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2007,ZIMSTAT_Agriculture Section_-,688,
Paprica Production,tonnes,SSCF,Zimbabwe,AFRZWE,2007,ZIMSTAT_Agriculture Section_-,74,
Paprica Production,tonnes,LSCF,Zimbabwe,AFRZWE,2010,ZIMSTAT_Agriculture Section_-,0,
Paprica Production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2010,ZIMSTAT_Agriculture Section_-,401,
Paprica Production,tonnes,SSCF,Zimbabwe,AFRZWE,2010,ZIMSTAT_Agriculture Section_-,14,
Paprica Production,tonnes,LSCF,Zimbabwe,AFRZWE,2011,ZIMSTAT_Agriculture Section_-,1,
Paprica Production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2011,ZIMSTAT_Agriculture Section_-,364,
Paprica Production,tonnes,SSCF,Zimbabwe,AFRZWE,2011,ZIMSTAT_Agriculture Section_-,19,
Paprica Production,tonnes,LSCF,Zimbabwe,AFRZWE,2012,ZIMSTAT_Agriculture Section_-,0,
Paprica Production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2012,ZIMSTAT_Agriculture Section_-,437,
Paprica Production,tonnes,SSCF,Zimbabwe,AFRZWE,2012,ZIMSTAT_Agriculture Section_-,8,
Paprica Production,tonnes,LSCF,Zimbabwe,AFRZWE,2013,ZIMSTAT_Agriculture Section_-,0,
Paprica Production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2013,ZIMSTAT_Agriculture Section_-,52,
Paprica Production,tonnes,SSCF,Zimbabwe,AFRZWE,2013,ZIMSTAT_Agriculture Section_-,2,
Paprica Production,tonnes,LSCF,Zimbabwe,AFRZWE,2014,ZIMSTAT_Agriculture Section_-,0,
Paprica Production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2014,ZIMSTAT_Agriculture Section_-,14,
Paprica Production,tonnes,SSCF,Zimbabwe,AFRZWE,2014,ZIMSTAT_Agriculture Section_-,3,
Paprica Production,tonnes,LSCF,Zimbabwe,AFRZWE,2015,ZIMSTAT_Agriculture Section_-,0,
Paprica Production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2015,ZIMSTAT_Agriculture Section_-,13,
Paprica Production,tonnes,SSCF,Zimbabwe,AFRZWE,2015,ZIMSTAT_Agriculture Section_-,29,
Pear millet production,tonnes,Communal,Zimbabwe,AFRZWE,1996,ZIMSTAT_Agriculture Section_-,49268,
Pear millet production,tonnes,LSCF,Zimbabwe,AFRZWE,1996,ZIMSTAT_Agriculture Section_-,198,
Pear millet production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,1996,ZIMSTAT_Agriculture Section_-,2046,
Pear millet production,tonnes,SSCF,Zimbabwe,AFRZWE,1996,ZIMSTAT_Agriculture Section_-,302,
Pear millet production,tonnes,Total ,Zimbabwe,AFRZWE,1996,ZIMSTAT_Agriculture Section_-,51814,
Pear millet production,tonnes,Communal,Zimbabwe,AFRZWE,1997,ZIMSTAT_Agriculture Section_-,29133,
Pear millet production,tonnes,LSCF,Zimbabwe,AFRZWE,1997,ZIMSTAT_Agriculture Section_-,164,
Pear millet production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,1997,ZIMSTAT_Agriculture Section_-,1935,
Pear millet production,tonnes,SSCF,Zimbabwe,AFRZWE,1997,ZIMSTAT_Agriculture Section_-,151,
Pear millet production,tonnes,Total ,Zimbabwe,AFRZWE,1997,ZIMSTAT_Agriculture Section_-,31383,
Pear millet production,tonnes,Communal,Zimbabwe,AFRZWE,1998,ZIMSTAT_Agriculture Section_-,14210,
Pear millet production,tonnes,LSCF,Zimbabwe,AFRZWE,1998,ZIMSTAT_Agriculture Section_-,327,
Pear millet production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,1998,ZIMSTAT_Agriculture Section_-,750,
Pear millet production,tonnes,SSCF,Zimbabwe,AFRZWE,1998,ZIMSTAT_Agriculture Section_-,81,
Pear millet production,tonnes,Total ,Zimbabwe,AFRZWE,1998,ZIMSTAT_Agriculture Section_-,15368,
Pear millet production,tonnes,Communal,Zimbabwe,AFRZWE,1999,ZIMSTAT_Agriculture Section_-,24336,
Pear millet production,tonnes,LSCF,Zimbabwe,AFRZWE,1999,ZIMSTAT_Agriculture Section_-,181,
Pear millet production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,1999,ZIMSTAT_Agriculture Section_-,560,
Pear millet production,tonnes,SSCF,Zimbabwe,AFRZWE,1999,ZIMSTAT_Agriculture Section_-,84,
Pear millet production,tonnes,Total ,Zimbabwe,AFRZWE,1999,ZIMSTAT_Agriculture Section_-,25161,
Pear millet production,tonnes,Communal,Zimbabwe,AFRZWE,2000,ZIMSTAT_Agriculture Section_-,17977,
Pear millet production,tonnes,LSCF,Zimbabwe,AFRZWE,2000,ZIMSTAT_Agriculture Section_-,74,
Pear millet production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2000,ZIMSTAT_Agriculture Section_-,1200,
Pear millet production,tonnes,SSCF,Zimbabwe,AFRZWE,2000,ZIMSTAT_Agriculture Section_-,108,
Pear millet production,tonnes,Total ,Zimbabwe,AFRZWE,2000,ZIMSTAT_Agriculture Section_-,19359,
Pear millet production,tonnes,Communal,Zimbabwe,AFRZWE,2001,ZIMSTAT_Agriculture Section_-,18580,
Pear millet production,tonnes,LSCF,Zimbabwe,AFRZWE,2001,ZIMSTAT_Agriculture Section_-,15,
Pear millet production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2001,ZIMSTAT_Agriculture Section_-,1100,
Pear millet production,tonnes,SSCF,Zimbabwe,AFRZWE,2001,ZIMSTAT_Agriculture Section_-,471,
Pear millet production,tonnes,Total ,Zimbabwe,AFRZWE,2001,ZIMSTAT_Agriculture Section_-,20166,
Pear millet production,tonnes,Communal,Zimbabwe,AFRZWE,2002,ZIMSTAT_Agriculture Section_-,3780,
Pear millet production,tonnes,LSCF,Zimbabwe,AFRZWE,2002,ZIMSTAT_Agriculture Section_-,1,
Pear millet production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2002,ZIMSTAT_Agriculture Section_-,200,
Pear millet production,tonnes,SSCF,Zimbabwe,AFRZWE,2002,ZIMSTAT_Agriculture Section_-,25,
Pear millet production,tonnes,Total ,Zimbabwe,AFRZWE,2002,ZIMSTAT_Agriculture Section_-,4006,
Pear millet production,tonnes,Communal,Zimbabwe,AFRZWE,2003,ZIMSTAT_Agriculture Section_-,21573,
Pear millet production,tonnes,LSCF,Zimbabwe,AFRZWE,2003,ZIMSTAT_Agriculture Section_-,0,
Pear millet production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2003,ZIMSTAT_Agriculture Section_-,1355,
Pear millet production,tonnes,SSCF,Zimbabwe,AFRZWE,2003,ZIMSTAT_Agriculture Section_-,200,
Pear millet production,tonnes,Total ,Zimbabwe,AFRZWE,2003,ZIMSTAT_Agriculture Section_-,23128,
Pear millet production,tonnes,A1,Zimbabwe,AFRZWE,2004,ZIMSTAT_Agriculture Section_-,2546,
Pear millet production,tonnes,A2,Zimbabwe,AFRZWE,2004,ZIMSTAT_Agriculture Section_-,25,
Pear millet production,tonnes,Communal,Zimbabwe,AFRZWE,2004,ZIMSTAT_Agriculture Section_-,41720,
Pear millet production,tonnes,LSCF,Zimbabwe,AFRZWE,2004,ZIMSTAT_Agriculture Section_-,3,
Pear millet production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2004,ZIMSTAT_Agriculture Section_-,3745,
Pear millet production,tonnes,SSCF,Zimbabwe,AFRZWE,2004,ZIMSTAT_Agriculture Section_-,155,
Pear millet production,tonnes,Total ,Zimbabwe,AFRZWE,2004,ZIMSTAT_Agriculture Section_-,48194,
Pear millet production,tonnes,A1,Zimbabwe,AFRZWE,2005,ZIMSTAT_Agriculture Section_-,1858,
Pear millet production,tonnes,A2,Zimbabwe,AFRZWE,2005,ZIMSTAT_Agriculture Section_-,46,
Pear millet production,tonnes,Communal,Zimbabwe,AFRZWE,2005,ZIMSTAT_Agriculture Section_-,15482,
Pear millet production,tonnes,LSCF,Zimbabwe,AFRZWE,2005,ZIMSTAT_Agriculture Section_-,19,
Pear millet production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2005,ZIMSTAT_Agriculture Section_-,2894,
Pear millet production,tonnes,SSCF,Zimbabwe,AFRZWE,2005,ZIMSTAT_Agriculture Section_-,53,
Pear millet production,tonnes,Total ,Zimbabwe,AFRZWE,2005,ZIMSTAT_Agriculture Section_-,20352,
Pear millet production,tonnes,A1,Zimbabwe,AFRZWE,2006,ZIMSTAT_Agriculture Section_-,6372,
Pear millet production,tonnes,A2,Zimbabwe,AFRZWE,2006,ZIMSTAT_Agriculture Section_-,38,
Pear millet production,tonnes,Communal,Zimbabwe,AFRZWE,2006,ZIMSTAT_Agriculture Section_-,34011,
Pear millet production,tonnes,LSCF,Zimbabwe,AFRZWE,2006,ZIMSTAT_Agriculture Section_-,0,
Pear millet production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2006,ZIMSTAT_Agriculture Section_-,6768,
Pear millet production,tonnes,SSCF,Zimbabwe,AFRZWE,2006,ZIMSTAT_Agriculture Section_-,158,
Pear millet production,tonnes,Total ,Zimbabwe,AFRZWE,2006,ZIMSTAT_Agriculture Section_-,47347,
Pear millet production,tonnes,A1,Zimbabwe,AFRZWE,2007,ZIMSTAT_Agriculture Section_-,4700,
Pear millet production,tonnes,Communal,Zimbabwe,AFRZWE,2007,ZIMSTAT_Agriculture Section_-,23694,
Pear millet production,tonnes,LSCF,Zimbabwe,AFRZWE,2007,ZIMSTAT_Agriculture Section_-,3,
Pear millet production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2007,ZIMSTAT_Agriculture Section_-,4981,
Pear millet production,tonnes,SSCF,Zimbabwe,AFRZWE,2007,ZIMSTAT_Agriculture Section_-,95,
Pear millet production,tonnes,Total ,Zimbabwe,AFRZWE,2007,ZIMSTAT_Agriculture Section_-,33473,
Pear millet production,tonnes,A1,Zimbabwe,AFRZWE,2010,ZIMSTAT_Agriculture Section_-,4682,
Pear millet production,tonnes,A2,Zimbabwe,AFRZWE,2010,ZIMSTAT_Agriculture Section_-,61,
Pear millet production,tonnes,Communal,Zimbabwe,AFRZWE,2010,ZIMSTAT_Agriculture Section_-,33350,
Pear millet production,tonnes,LSCF,Zimbabwe,AFRZWE,2010,ZIMSTAT_Agriculture Section_-,0,
Pear millet production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2010,ZIMSTAT_Agriculture Section_-,672,
Pear millet production,tonnes,SSCF,Zimbabwe,AFRZWE,2010,ZIMSTAT_Agriculture Section_-,123,
Pear millet production,tonnes,Total ,Zimbabwe,AFRZWE,2010,ZIMSTAT_Agriculture Section_-,38888,
